"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N9B1TIBPDSS\Processor(_total)\% Idle Time","\\WIN-N9B1TIBPDSS\memory\available bytes","\\WIN-N9B1TIBPDSS\memory\committed bytes","\\WIN-N9B1TIBPDSS\memory\% committed bytes in use","\\WIN-N9B1TIBPDSS\memory\page faults/sec","\\WIN-N9B1TIBPDSS\memory\free & zero page list bytes"
"12/31/2019 19:31:12.536"," ","25206202368","114823884800","74.327427538653694"," ","22938173440"
"12/31/2019 19:31:13.536","99.763336822828848","25205936128","114824572928","74.327872966958182","101.9801546619028","22937939968"
"12/31/2019 19:31:14.536","93.797511874625783","25149976576","114945896448","74.406407720969611","31943.263165798337","22886522880"
"12/31/2019 19:31:15.542","48.193604466526153","24973910016","115149307904","74.53807936388489","73546.874610445622","23205949440"
"12/31/2019 19:31:16.543","2.8109928774434993","24946688000","115172880384","74.5533382460832","28975.383910849647","23192436736"
"12/31/2019 19:31:17.549","2.4107424721824406","24894803968","115213447168","74.579597794120104","21445.375964527146","23148089344"
"12/31/2019 19:31:18.550","3.7797433320403604","24895234048","115206049792","74.574809352535482","26659.591274210983","23154188288"
"12/31/2019 19:31:19.554","2.5212875248804716","24894705664","115201409024","74.571805301721156","14543.962717771285","23155847168"
"12/31/2019 19:31:20.556","2.8315700073015799","24895766528","115203387392","74.573085940110744","22071.105046097884","23158009856"
"12/31/2019 19:31:21.557","3.0870865074745795","24872873984","115219451904","74.583484762018429","26715.80984833997","23136239616"
"12/31/2019 19:31:22.559","2.465020618432213","24866258944","115215503360","74.580928793777929","28000.446346318033","23131758592"
"12/31/2019 19:31:23.563","5.2912465387314489","24876486656","115213524992","74.579648178671405","20075.419274573789","23132274688"
"12/31/2019 19:31:24.570","3.5880897784345245","24882749440","115210674176","74.577802786272443","18299.063581643695","23129866240"
"12/31/2019 19:31:25.582","58.318721732171596","24880095232","115209617408","74.577118729841231","19727.006616029601","23125295104"
"12/31/2019 19:31:26.582","82.981961806083319","24876347392","115213094912","74.579369783070732","16277.90721592887","23124508672"
"12/31/2019 19:31:27.582","85.051067038191775","24872280064","115216732160","74.581724236389093","21555.212910970611","23122927616"
"12/31/2019 19:31:28.583","93.028765901046199","24868691968","115219808256","74.583715427337154","6962.9984781931144","23121399808"
