"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N2S56U6S0IO\Processor(_total)\% Idle Time","\\WIN-N2S56U6S0IO\memory\available bytes","\\WIN-N2S56U6S0IO\memory\committed bytes","\\WIN-N2S56U6S0IO\memory\% committed bytes in use","\\WIN-N2S56U6S0IO\memory\page faults/sec","\\WIN-N2S56U6S0IO\memory\free & zero page list bytes"
"01/01/2020 11:01:09.399"," ","3342221312","855560192","14.825442949036471418"," ","2864312320"
"01/01/2020 11:01:10.411","99.867427065119457552","3344859136","856621056","14.843825952812055746","92.905884559891987351","2864189440"
"01/01/2020 11:01:11.413","99.949613349808274165","3345076224","856621056","14.843825952812055746","6.9846902574247513584","2864181248"
"01/01/2020 11:01:12.425","99.968225806100917907","3345027072","856592384","14.843329115501449067","0","2864132096"
"01/01/2020 11:01:13.437","99.956741424508749105","3345256448","856563712","14.842832278190840611","0","2864119808"
"01/01/2020 11:01:14.443","99.971611962746706581","3345256448","856563712","14.842832278190840611","3.9732836407992659922","2864119808"
"01/01/2020 11:01:15.455","99.979393494709128731","3345260544","856563712","14.842832278190840611","0","2864123904"
"01/01/2020 11:01:16.462","99.958381718310590713","3345281024","856506368","14.8418386035696237","2.9799408263216977666","2864144384"
"01/01/2020 11:01:17.469","99.940700974083341634","3344953344","856506368","14.8418386035696237","136.08034183381869298","2864013312"
"01/01/2020 11:01:18.481","99.887409758308521646","3344969728","856391680","14.839851254327188101","50.407136464473097703","2864005120"
"01/01/2020 11:01:19.492","99.934305192162995013","3344842752","856088576","14.834598967534162739","2.9650963681028770225","2863874048"
"01/01/2020 11:01:20.499","99.973270719339467405","3344842752","856088576","14.834598967534162739","0.99331992351436582123","2863874048"
"01/01/2020 11:01:21.506","99.982587757256453642","3344842752","856088576","14.834598967534162739","0","2863874048"
"01/01/2020 11:01:22.518","99.973819358316333705","3344846848","856031232","14.833605292912945828","0","2863874048"
"01/01/2020 11:01:23.519","99.979634123380861865","3344846848","856031232","14.833605292912945828","0","2863874048"
