"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N2S56U6S0IO\Processor(_total)\% Idle Time","\\WIN-N2S56U6S0IO\memory\available bytes","\\WIN-N2S56U6S0IO\memory\committed bytes","\\WIN-N2S56U6S0IO\memory\% committed bytes in use","\\WIN-N2S56U6S0IO\memory\page faults/sec","\\WIN-N2S56U6S0IO\memory\free & zero page list bytes"
"01/01/2020 11:11:05.435","0","3237351424","1019482112","17.665938664615605802","4.9020641121356973713","2743128064"
"01/01/2020 11:11:06.542","0","3237335040","1018286080","17.64521340784738257","8.1417828152294760002","2743128064"
"01/01/2020 11:11:07.729","0","3238981632","1015537664","17.597587899676895518","422.03405250406871119","2743005184"
"01/01/2020 11:11:08.921","0","3241480192","1011720192","17.531437430887354623","45.299243024482812814","2743095296"
"01/01/2020 11:11:10.073","0","3241525248","1011605504","17.529450081644917248","2.5988480519381518263","2743095296"
"01/01/2020 11:11:11.182","0","3241525248","1011576832","17.528953244334307016","46.814586957149977309","2743095296"
"01/01/2020 11:11:12.229","0","3241545728","1011519488","17.527959569713090104","8.6057943769739537743","2743115776"
"01/01/2020 11:11:13.264","0","3241549824","1011273728","17.523700957541286982","0","2743119872"
"01/01/2020 11:11:14.405","0","3241549824","1011130368","17.521216770988239375","0","2743119872"
"01/01/2020 11:11:15.574","0","3241897984","1010638848","17.51269952336156166","74.980147301907564383","2743234560"
"01/01/2020 11:11:16.747","0","3241930752","1010561024","17.511350968273205808","0","2743267328"
"01/01/2020 11:11:17.917","0","3241938944","1010446336","17.509363619030771986","24.791611544513127541","2743275520"
"01/01/2020 11:11:18.964","0","3241938944","1010348032","17.507660160192209275","6.6592058193087293461","2743275520"
"01/01/2020 11:11:20.091","0","3242008576","1010147328","17.50418229901794831","78.358824289953290076","2743345152"
"01/01/2020 11:11:21.136","0","3242016768","1012994048","17.553511242743933707","18.183224119147201492","2743353344"
"01/01/2020 11:11:22.229","0","3242033152","1012908032","17.552020730812106564","8.2213591825045817529","2743365632"
"01/01/2020 11:11:23.298","0","3242041344","1012822016","17.550530218880279421","0","2743373824"
"01/01/2020 11:11:24.401","0","3242065920","1012793344","17.550033381569672741","5.4239136556337337325","2743394304"
"01/01/2020 11:11:25.605","0","3242233856","1012129792","17.538535133362405105","20.873919190212170349","2743582720"
"01/01/2020 11:11:26.636","0","3242250240","1012072448","17.537541458741191747","3.8667655656406170195","2743582720"
"01/01/2020 11:11:27.683","0","3242274816","1011990528","17.536121913589568067","0.95861101098951650989","2743607296"
"01/01/2020 11:11:28.777","0","3242274816","1011933184","17.535128238968347603","6.4000362790627933762","2743607296"
"01/01/2020 11:11:29.844","0","3242299392","1011871744","17.534063574283862863","2.8112804314078498891","2743631872"
"01/01/2020 11:11:30.952","0","3241951232","1018011648","17.640457958364965663","1454.2712922784694456","2743287808"
"01/01/2020 11:11:31.997","0","3241951232","1017876480","17.638115728655389347","6.6787558508286526404","2743287808"
"01/01/2020 11:11:33.062","0","3242000384","1017819136","17.637122054034172436","0","2743336960"
"01/01/2020 11:11:34.121","0","3242000384","1017790464","17.636625216723565757","1.8900310031235596497","2743336960"
"01/01/2020 11:11:35.214","0","3242000384","1017733120","17.63563151881928448","10.971368385636285581","2743336960"
"01/01/2020 11:11:36.246","0","3242184704","1017327616","17.628604806407498273","1253.8246257168643751","2743365632"
"01/01/2020 11:11:37.293","0","3242139648","1016987648","17.622713725460393164","159.5145561330767805","2743312384"
"01/01/2020 11:11:38.433","0","3242627072","1016246272","17.609866922164769676","206.58420630479238866","2744057856"
"01/01/2020 11:11:39.465","0","3243290624","1013035008","17.554221026961279506","66.781078462153715236","2744008704"
"01/01/2020 11:11:40.480","0","3243204608","1012920320","17.552233677718842131","11.859607156442747211","2743926784"
"01/01/2020 11:11:41.590","0","3251658752","1001746432","17.358608664329771898","1577.0015775413385199","2752512000"
"01/01/2020 11:11:42.637","0","3259777024","994766848","17.237664018114486453","187.98893823465982678","2759217152"
"01/01/2020 11:11:43.668","0","3259990016","994488320","17.232837601851866083","5.8368239972847089092","2759434240"
"01/01/2020 11:11:44.779","0","3260145664","994357248","17.230566338922496783","10.799473309686687728","2759589888"
"01/01/2020 11:11:45.841","0","3260305408","994201600","17.227869205462713609","10.36126431914954793","2759749632"
"01/01/2020 11:11:46.867","43.261453818946229433","3249463296","987508736","17.111892955636580638","981.90948664836889748","2748915712"
"01/01/2020 11:11:47.880","98.976701612650686002","3330883584","857669632","14.861996032963972425","1189.4069285126920477","2816630784"
"01/01/2020 11:11:48.881","99.938795214560826707","3331022848","857567232","14.860221630628272393","4.9939233940141640744","2816749568"
"01/01/2020 11:11:49.882","99.97893453938091568","3331203072","857395200","14.857240583481557294","0","2816929792"
"01/01/2020 11:11:50.894","99.976837156124091166","3331203072","857395200","14.857240583481557294","1.9747385520209819187","2816929792"
"01/01/2020 11:11:51.906","99.961949276309823631","3331387392","857309184","14.855750071549730151","0","2817114112"
"01/01/2020 11:11:52.913","99.97541683121663425","3331387392","857305088","14.855679104769528465","0","2817114112"
"01/01/2020 11:11:53.916","96.949102622697935772","3312386048","910737408","15.781572814048633546","18665.44277730621252","2799308800"
