
"(PDH-CSV 4.0)","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(_Total)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(_Total)\CPU Wait Time Per Dispatch","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(_Total)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(_Total)\% Hypervisor Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(_Total)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(_Total)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 10)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 9)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 8)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 7)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 6)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 5)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 4)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 3)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 2)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 1)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(IndexServe-0-0:Hv VP 0)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 11)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 10)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 9)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 8)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 7)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 6)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 5)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 4)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 3)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 2)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 1)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Virtual Processor(CPUBully-1-0:Hv VP 0)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(_Total)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 23)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 22)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 21)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 20)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 19)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 18)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 17)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 16)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 15)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 14)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 13)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 12)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 11)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 10)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 9)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 8)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 7)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 6)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 5)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 4)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 3)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 2)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 1)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 0)\% Total Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(_Total)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 23)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 22)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 21)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 20)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 19)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 18)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 16)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 15)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 14)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 13)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 12)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 11)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 10)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 9)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 8)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 7)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 6)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 5)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 4)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 3)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 2)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 1)\% Guest Run Time","\\GCR-SANDBOX-010\Hyper-V Hypervisor Logical Processor(Hv LP 0)\% Guest Run Time"
"01/01/2020 10:00:26.922","3.388014","3390.009715","4.783629","0.217915","4.565713","3.388014","3.398794","3.037179","2.555302","6.509557","2.017132","3.247991","6.971970","12.583955","7.780601","3.396600","23.527487","0.090599","0.180076","0.077025","0.047050","0.051399","0.465417","0.031077","0.104192","0.083812","0.244395","1.412223","0.110491","4.783629","2.902357","3.694317","2.067214","6.552487","1.613353","2.683601","5.498658","2.423546","21.977665","3.413730","12.646954","7.920898","0.050211","0.053052","0.469479","0.032785","0.108635","0.087981","0.247157","1.896078","0.052529","13.669033","13.130997","11.866450","4.565713","2.577226","3.331608","1.849225","6.283682","1.416030","2.578144","5.400894","1.889437","21.464362","3.072632","12.080666","7.548453","0.037925","0.045624","0.443385","0.026201","0.084742","0.070798","0.231341","1.847244","0.041532","13.441072","12.582973","11.476156"
"01/01/2020 10:00:27.938","5.071202","2878.039514","5.428330","0.266983","5.161347","5.071202","0.347646","0.389226","0.272333","0.341266","0.609749","0.408111","0.334432","0.645106","0.508147","0.277808","0.239221","1.555299","5.328382","27.427205","3.267683","2.194567","12.861177","27.349352","1.705285","6.215761","7.966259","12.203655","4.189967","5.428330","3.666806","8.101248","0.727554","0.391829","0.363964","0.517889","0.474192","0.318169","0.269342","2.038533","2.875144","27.529343","3.297436","2.264306","12.885353","27.434568","1.783074","6.254911","7.327515","6.314976","1.772775","4.150328","5.140462","4.379343","5.161347","3.393673","7.761004","0.377749","0.194442","0.250959","0.261534","0.234428","0.165435","0.154270","1.678940","2.582495","27.319737","3.168136","2.002211","12.750465","26.970360","1.437769","6.030734","7.149349","5.928041","1.669291","3.833031","4.717930","3.839472"
"01/01/2020 10:00:28.939","3.804200","5031.070036","4.799144","0.231925","4.567219","3.804200","1.522877","2.065330","3.525963","1.200698","0.483244","0.999541","0.351309","0.916883","0.833535","1.730442","1.468640","0.944076","1.858234","4.869057","1.981583","0.958651","32.778169","3.855300","0.670903","0.414372","4.014028","18.855578","1.198182","4.799144","12.105286","3.871570","0.665814","1.326176","0.386321","0.967441","0.890834","1.805549","1.524140","0.972982","1.878412","4.885457","1.995036","1.005859","32.821607","3.868496","0.713218","0.421495","4.043146","7.845488","1.049879","7.580402","10.743009","11.813410","4.567219","11.589701","3.342907","0.417012","1.086081","0.247324","0.717801","0.633626","1.410971","1.250458","0.882277","1.776096","4.806893","1.934782","0.820396","32.624292","3.788694","0.548651","0.381489","3.905427","7.644819","1.015444","7.285818","10.333272","11.170665"
"01/01/2020 10:00:29.955","4.839270","3387.740609","5.234648","0.177866","5.056782","4.839270","26.982291","5.964500","3.349191","2.288720","1.438843","1.342305","57.117348","1.753449","5.662647","0.600970","4.066313","0.047895","0.042558","0.042755","0.013618","0.069558","0.084023","0.047658","0.286433","0.021761","0.021240","0.036847","0.022283","5.234648","29.210267","2.446490","1.721301","1.621240","57.146897","1.819518","5.702963","0.641502","4.138615","1.419840","0.044721","0.046740","0.014779","0.076554","0.042230","0.049211","0.288433","0.022784","0.022233","0.039217","0.023956","4.992691","3.968261","10.125181","5.056782","28.612172","2.213788","1.534258","1.390409","56.680064","1.565720","5.387430","0.495078","3.766292","1.217472","0.035948","0.031616","0.011559","0.050698","0.036894","0.043717","0.279739","0.019948","0.019574","0.030612","0.019426","4.885633","3.781786","9.247070"
"01/01/2020 10:00:30.963","43.926989","7627.321883","42.668731","0.451410","42.217321","43.926989","96.643598","89.781897","88.019723","91.356689","96.808817","90.581322","93.046567","91.070133","90.268366","90.023976","90.889705","0.052781","0.124800","0.209021","0.131893","0.565542","0.187958","0.044408","0.298015","0.049279","0.116089","0.043832","0.006330","42.668731","81.522923","84.840987","77.136180","89.036846","86.767992","88.838748","89.906160","84.533160","90.958162","70.346954","48.105255","45.780188","0.181456","0.586695","0.201833","0.061060","0.311789","0.053372","0.120084","0.049768","0.007669","2.041077","31.183135","46.500813","42.217321","79.872746","82.968653","76.154798","88.436012","86.198872","88.225548","89.295991","83.994223","90.352507","69.798810","47.694188","45.539545","0.140300","0.536196","0.182988","0.048886","0.265624","0.040499","0.112072","0.032024","0.004192","1.900564","30.800586","45.700117"
"01/01/2020 10:00:31.963","46.609306","15387.897469","45.684079","0.297978","45.386100","46.609306","96.099106","95.419629","96.335351","96.946806","97.570721","97.776236","98.569135","97.686854","98.155295","98.495714","98.074173","0.034311","0.037351","0.020721","0.005340","0.031931","0.071112","0.028231","0.025521","0.034221","0.019020","0.252116","0.325148","45.684079","88.488738","89.974321","82.814605","85.943143","87.160523","96.085430","75.618742","77.776396","98.054342","82.018117","90.681912","42.801383","0.039079","0.032640","0.077902","0.035170","0.027490","0.038247","0.019702","0.258142","0.321958","11.325032","38.908136","53.446195","45.386100","88.090828","89.483711","82.240285","85.443983","86.781100","95.628260","75.230292","77.272465","97.629897","81.554690","90.329222","42.620333","0.030917","0.029676","0.054124","0.025846","0.017664","0.022330","0.017605","0.224707","0.315814","10.985841","38.276702","52.451091"
"01/01/2020 10:00:32.963","44.796698","27565.381443","44.499696","0.321111","44.178585","44.796698","89.702297","89.513178","92.196765","95.290615","93.670919","94.450978","93.664538","94.176996","94.606051","96.731724","94.829555","0.627205","0.104006","0.044227","0.039526","0.138101","0.080802","0.232465","0.046267","0.080262","0.039496","0.032725","0.025364","44.499696","78.064688","97.183685","87.324260","65.472699","91.590340","73.983976","92.685778","68.293481","71.204991","59.688705","92.994413","48.460416","0.106240","0.141370","0.086030","0.259669","0.050200","0.086900","0.041890","0.036030","0.028060","15.399324","50.174085","74.623763","44.178585","77.586797","96.669516","86.669161","65.020707","91.127596","73.594367","92.235785","67.914093","70.750641","59.330193","92.438359","48.182518","0.097910","0.128300","0.066090","0.246319","0.036450","0.056150","0.032860","0.025930","0.019660","15.160777","49.587858","73.296336"
"01/01/2020 10:00:33.979","45.813555","13266.998215","45.231080","0.334380","44.896700","45.813555","94.866442","95.046342","95.592694","95.375385","96.518331","96.390800","97.061081","95.436316","95.296778","96.050065","95.723177","0.051177","0.028606","0.014736","0.009430","0.034482","0.048629","0.017213","0.012077","0.002638","0.017982","0.043361","0.019300","45.231080","81.209734","94.890434","91.112597","87.758474","91.209414","92.822803","89.014318","85.880704","68.708361","90.447067","92.554664","51.692900","0.030789","0.036096","0.052815","0.028968","0.013539","0.003426","0.019486","0.047390","0.022085","13.009335","14.862401","40.157968","44.896700","80.754600","94.352046","90.457670","87.308646","90.671932","91.718087","88.473415","85.399214","68.325391","89.892525","92.048203","51.450112","0.022705","0.030474","0.037711","0.020323","0.008507","0.001625","0.015291","0.032995","0.012879","12.735140","14.507915","39.283132"
"01/01/2020 10:00:34.979","45.709670","27606.186406","47.586745","0.280069","47.306676","45.709670","94.680757","93.108694","94.156029","95.704929","95.148281","96.202794","95.764962","95.917697","96.354320","96.640467","97.154018","0.071516","0.084744","0.016613","0.003979","0.037922","0.047626","0.017995","0.212369","0.011677","0.006488","0.014193","0.010477","47.586745","93.667324","94.337950","83.683844","93.742985","73.490640","95.245940","91.907578","75.622399","94.836353","72.784979","91.729567","74.479761","0.096930","0.057480","0.051940","0.023420","0.213700","0.012860","0.007450","0.015840","0.012170","37.425408","29.733586","38.918548","47.306676","93.282079","93.445632","83.360325","93.392326","73.202941","94.876840","91.532253","75.309999","94.472974","72.239225","91.335280","74.193892","0.084120","0.041360","0.035000","0.017670","0.208090","0.009660","0.005220","0.010860","0.007150","36.878250","29.299255","38.136383"
"01/01/2020 10:00:35.986","46.278470","14184.476157","45.046161","0.262532","44.783629","46.278470","96.723632","95.929916","95.528264","96.937182","96.630694","96.119420","96.968483","96.922595","97.080788","97.993993","97.314142","0.030406","0.025268","0.010453","0.000000","0.036001","0.043404","0.037382","0.035921","0.013226","0.011795","0.016932","0.004273","45.046161","71.711266","89.156218","78.416700","84.221488","83.407631","93.935500","97.392252","82.552137","90.148340","86.848954","91.084809","57.428436","0.012066","0.053956","0.058137","0.040688","0.040896","0.014629","0.013079","0.018790","0.005393","4.455894","6.653630","63.437966","44.783629","71.121182","88.629665","78.034550","83.877613","83.081130","93.532881","96.995028","81.986590","89.774870","86.450448","90.712261","57.212435","0.007081","0.045624","0.042396","0.026913","0.023477","0.009822","0.009296","0.012265","0.002701","4.342894","6.486635","62.390348"
