iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,feedback_max,update_model
0,0.005,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000001000000000111,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.010,0,1,3,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010010000010000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.015,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000001000000000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.020,1,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000000000000000110,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.025,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.030,0,1,8,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010111110101000000000111,0,0,0.000000,0.000000,0,0,11,8,0,0,0,0
0,0.035,0,1,3,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010001000010000000000111,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.040,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000001000000000000000111,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.045,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000001000000000000000111,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.050,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.056,0,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000001000100000000000111,0,0,0.000000,0.000000,0,0,11,9,0,0,0,0
0,0.061,0,1,6,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010011010011000000000111,0,0,0.000000,0.000000,0,0,11,7,0,0,0,0
0,0.066,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000100000000000111,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.071,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010000000000000000000111,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.076,0,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000010000010000000000000111,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.081,0,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000010100000000000000111,0,0,0.000000,0.000000,0,0,11,3,0,0,0,0
0,0.086,1,1,3,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000110010010000000000000110,0,0,0.000000,0.000000,0,0,11,7,0,0,0,0
0,0.091,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000100000000000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.096,0,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000001000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.101,1,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000110010000000000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.106,1,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000110010000000000000000110,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.111,1,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000000000000000110,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.116,1,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000000000000000111,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.121,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000110,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.126,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.131,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.136,1,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000000000000000110,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.141,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000110,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.146,1,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000000000000000110,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.151,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000011,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.156,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000011,0,0,0.000000,0.000000,0,0,11,3,0,0,0,0
0,0.161,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000011,0,0,0.000000,0.000000,0,0,11,5,0,0,0,0
0,0.166,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.171,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.176,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000011,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.181,0,1,4,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000110110000000000011,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.186,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000011,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.191,0,1,2,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000100001000000000011,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
0,0.196,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000101,0,0,0.000000,0.000000,0,0,11,2,0,0,0,0
0,0.201,1,1,1,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000100000000010000000000101,0,0,0.000000,0.000000,0,0,11,3,0,0,0,0
0,0.206,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000101,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.212,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,4,0,0,0,0
0,0.217,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,0,0.000000,0.000000,0,0,11,6,0,0,0,0
