"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N9B1TIBPDSS\Processor(_total)\% Idle Time","\\WIN-N9B1TIBPDSS\memory\available bytes","\\WIN-N9B1TIBPDSS\memory\committed bytes","\\WIN-N9B1TIBPDSS\memory\% committed bytes in use","\\WIN-N9B1TIBPDSS\memory\page faults/sec","\\WIN-N9B1TIBPDSS\memory\free & zero page list bytes"
"01/01/2020 11:01:07.267"," ","25186529280","114846232576","74.341893632510192"," ","22914760704"
"01/01/2020 11:01:08.268","97.854970803239155","25181794304","114849001472","74.343685986088516","15335.006491423059","22909775872"
"01/01/2020 11:01:09.268","94.37283763044168","25130196992","114966179840","74.419537506629609","31420.451025029633","22863241216"
"01/01/2020 11:01:10.270","49.51302176399961","24951369728","115170590720","74.551856092771487","69691.961033541505","23178932224"
"01/01/2020 11:01:11.275","3.0086298299267202","24929026048","115192291328","74.565903254450745","25018.911031239095","23170777088"
"01/01/2020 11:01:12.279","2.5419707925496167","24868581376","115240767488","74.597282701776663","23257.106686821629","23117791232"
"01/01/2020 11:01:13.285","3.3688487462831729","24873971712","115225194496","74.587202042943616","38151.603578969109","23129456640"
"01/01/2020 11:01:14.297","2.7766991752304189","24870817792","115232075776","74.591656395837575","16868.113619112268","23127814144"
"01/01/2020 11:01:15.298","2.6059302880232957","24872378368","115226046464","74.587753525606303","13902.627063028072","23131189248"
"01/01/2020 11:01:16.302","3.3267164261012039","24841019392","115248971776","74.602593475627387","25641.521154528888","23101677568"
"01/01/2020 11:01:17.303","2.201172416231937","24844480512","115248353280","74.60219310005246","21844.076716732998","23098417152"
"01/01/2020 11:01:18.309","2.2441981848410189","24842780672","115250659328","74.603685847158474","13776.193299149878","23098257408"
"01/01/2020 11:01:19.318","3.3283117291374245","24856477696","115236765696","74.594692274600888","15282.373839590811","23101755392"
"01/01/2020 11:01:20.325","62.731989894317728","24854216704","115231838208","74.591502634480477","21257.271375097","23097716736"
"01/01/2020 11:01:21.325","82.135961649227227","24851648512","115235823616","74.594082444578888","21555.060354168992","23097438208"
"01/01/2020 11:01:22.326","87.0274937347139","24848506880","115235819520","74.59407979030955","10351.651454041395","23097303040"
"01/01/2020 11:01:23.327","92.881428501358045","24846213120","115236982784","74.594832787894376","6137.8504875964782","23096963072"
