"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N2S56U6S0IO\Processor(_total)\% Idle Time","\\WIN-N2S56U6S0IO\memory\available bytes","\\WIN-N2S56U6S0IO\memory\committed bytes","\\WIN-N2S56U6S0IO\memory\% committed bytes in use","\\WIN-N2S56U6S0IO\memory\page faults/sec","\\WIN-N2S56U6S0IO\memory\free & zero page list bytes"
"01/01/2020 10:43:29.788"," ","3349745664","845193216","14.645800393690775465"," ","2891771904"
"01/01/2020 10:43:30.799","99.955939565054919171","3352297472","844955648","14.641683738362434752","26.685608836613209149","2891755520"
"01/01/2020 10:43:31.801","99.889767934648219239","3351986176","844955648","14.641683738362434752","72.876918172897788395","2891452416"
"01/01/2020 10:43:32.802","99.951399700607765908","3352670208","844812288","14.639199528526328109","5.9927936656170954777","2891366400"
"01/01/2020 10:43:33.814","99.980104199437164425","3352412160","844812288","14.639199528526328109","0","2891108352"
"01/01/2020 10:43:34.826","99.957758262415680406","3352420352","844697600","14.63721217928389251","0","2891116544"
"01/01/2020 10:43:35.838","99.980331693978541807","3352289280","844697600","14.63721217928389251","0","2890985472"
"01/01/2020 10:43:36.850","99.978098447085017142","3352289280","844697600","14.63721217928389251","0","2890985472"
"01/01/2020 10:43:37.857","99.905655766917888627","3349680128","847720448","14.689593136936796469","161.90907285799013948","2888458240"
"01/01/2020 10:43:38.869","99.973492591268211527","3349680128","847720448","14.689593136936796469","2.9651054529870668475","2888458240"
"01/01/2020 10:43:39.870","99.955553318239438454","3349733376","847474688","14.685334524764989794","1.9975948957455225141","2888368128"
"01/01/2020 10:43:40.871","99.973175459548698996","3349733376","847474688","14.685334524764989794","10.981578402230258718","2888368128"
"01/01/2020 10:43:41.873","99.977157625567642185","3349737472","847388672","14.683844012833164427","0","2888372224"
"01/01/2020 10:43:42.879","99.910970309397796996","3349753856","847388672","14.683844012833164427","55.624114483963168709","2888372224"
"01/01/2020 10:43:43.886","99.977412335725404091","3349753856","847302656","14.682353500901337284","1.986685235551334916","2888372224"
"01/01/2020 10:43:44.898","99.980292119417498498","3349753856","847302656","14.682353500901337284","1.9767490819483077846","2888372224"
"01/01/2020 10:43:45.905","99.987752448070082778","3349753856","847216640","14.680862988969511918","0","2888372224"
"01/01/2020 10:43:46.916","99.984670698737417638","3349753856","847216640","14.680862988969511918","0","2888372224"
"01/01/2020 10:43:47.923","99.971721516032658883","3349823488","847126528","14.679301486974418722","0.99329831559451531309","2888392704"
"01/01/2020 10:43:48.924","99.964924878617807735","3349819392","847052800","14.678023898666264557","2.9964321482410891662","2888392704"
"01/01/2020 10:43:49.936","99.935583452043076136","3350028288","846761984","14.672984535496910397","0","2888396800"
"01/01/2020 10:43:50.943","99.969606867814903239","3350036480","846708736","14.672061850938961314","3.9732781153629375126","2888404992"
"01/01/2020 10:43:51.950","99.973083182402163516","3350036480","846614528","14.670429382163666432","0","2888396800"
"01/01/2020 10:43:52.962","99.966565751173092735","3350036480","846614528","14.670429382163666432","78.08058548974119617","2888396800"
"01/01/2020 10:43:53.963","99.969408068599435069","3350306816","846528512","14.668938870231841065","0","2888421376"
"01/01/2020 10:43:54.975","99.979305279721984334","3350306816","846528512","14.668938870231841065","0","2888421376"
"01/01/2020 10:43:55.977","99.979755291714056398","3350331392","846413824","14.666951497706341101","2.9963926428972160743","2888421376"
"01/01/2020 10:43:56.983","99.975457231967098437","3350331392","846413824","14.666951497706341101","0","2888421376"
"01/01/2020 10:43:57.995","99.94800305952725239","3350683648","845905920","14.658150382958853086","29.651318287727296052","2888425472"
"01/01/2020 10:43:59.002","99.960001172054063545","3350712320","845729792","14.655098369031934524","14.899539852544219087","2888454144"
"01/01/2020 10:44:00.014","92.056173820356008264","3292098560","966524928","16.74827826599317504","38077.236436028382741","2830483456"
"01/01/2020 10:44:01.097","79.532388875808962325","3267833856","984969216","17.06788726548382229","8801.7327484426077717","2792214528"
"01/01/2020 10:44:02.284","0","3269926912","984920064","17.067035547706073118","50.185418392487449069","2792083456"
"01/01/2020 10:44:03.463","0","3269939200","984920064","17.067035547706073118","0","2792017920"
"01/01/2020 10:44:04.646","0","3270299648","984920064","17.067035547706073118","11.793816788279169572","2791956480"
"01/01/2020 10:44:05.825","0","3270373376","984920064","17.067035547706073118","32.924117507019587947","2791956480"
"01/01/2020 10:44:06.993","0","3270377472","984920064","17.067035547706073118","6.8437738382544193172","2791903232"
"01/01/2020 10:44:08.165","0","3269046272","986046464","17.086554182946343872","3662.3130204505509937","2789765120"
"01/01/2020 10:44:09.366","0","3269087232","985894912","17.083928039549832079","15.08776932611232624","2789765120"
"01/01/2020 10:44:10.551","0","3269181440","985894912","17.083928039549832079","77.609453371312469017","2789568512"
"01/01/2020 10:44:11.726","0","3269226496","985866240","17.083431202239225399","18.65203600962071917","2789568512"
"01/01/2020 10:44:12.901","0","3268739072","987942912","17.119416505358977076","1508.151748076829108","2786766848"
"01/01/2020 10:44:14.128","0","3264352256","990871552","17.170164994236586153","2452.0148761549016854","2785734656"
"01/01/2020 10:44:15.305","0","3265748992","990842880","17.169668156925975921","1.6937633516189201099","2785734656"
"01/01/2020 10:44:16.413","0","3266093056","991870976","17.187483356610751883","7.1844332012056204562","2785734656"
"01/01/2020 10:44:17.503","0","3266449408","991870976","17.187483356610751883","0","2785734656"
"01/01/2020 10:44:18.618","0","3266207744","991813632","17.186489681989534972","681.3796251892060809","2785230848"
"01/01/2020 10:44:19.676","0","3266080768","991813632","17.186489681989534972","147.47491744713354933","2785099776"
"01/01/2020 10:44:20.800","0","3266084864","991535104","17.181663242443850237","1.7717200700006598968","2785099776"
"01/01/2020 10:44:21.991","0","3266060288","991477760","17.180669567822633326","5.8682376106414277928","2785099776"
"01/01/2020 10:44:23.159","0","3266310144","991174656","17.17541728102960974","865.87902538371520222","2785099776"
"01/01/2020 10:44:24.364","0","3266310144","991117312","17.174423606408392828","0.83360613093968327636","2785099776"
"01/01/2020 10:44:25.524","0","3266334720","991117312","17.174423606408392828","44.602604517626261327","2785099776"
"01/01/2020 10:44:26.597","0","3266334720","991088640","17.173926769097782596","8.4115152522267617741","2785099776"
"01/01/2020 10:44:27.679","0","3266334720","991027200","17.17286210441330141","171.76512024805100509","2785099776"
"01/01/2020 10:44:28.832","0","3265441792","992034816","17.190322423630934878","1179.3265677560314089","2784313344"
"01/01/2020 10:44:30.027","0","3265675264","990859264","17.169952047329850586","116.64805264590565059","2784313344"
"01/01/2020 10:44:31.191","0","3266510848","990773248","17.168461535398023443","4.272184643136727189","2784313344"
"01/01/2020 10:44:32.303","0","3262980096","996413440","17.266196738292045154","1490.4799662037285088","2780774400"
