iteration,time_sec,hvm_busy_cores,hvm_cores,primary_busy_cores,primary_cores,primary_cores_mask,system_busy_mask_raw,f_min,f_max,f_avg,f_stddev,f_med,pred_peak,upper_bound,cpu_max,overpredicted,safeguard,feedback_max,update_model
0,0.005,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.070000,0.430232,0,0,11,4,1,0,4,0
0,0.020,0,1,0,11,0000000000000000000000000000000000000000011111111111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.140000,0.616766,0,1,1,4,1,0,4,1
1,0.036,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.120000,0.324962,0,1,1,1,0,0,4,1
1,0.052,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.080000,0.271293,0,1,1,1,0,0,4,1
1,0.067,0,11,1,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000001000000000111,0,1,0.140000,0.346987,0,1,2,1,0,0,4,1
2,0.083,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.140000,0.447661,0,1,1,2,0,0,4,1
3,0.099,2,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000100000100000000000000111,0,1,0.100000,0.300000,0,1,1,1,0,0,4,1
3,0.114,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.120000,0.324962,0,1,1,1,0,0,4,1
3,0.129,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.110000,0.312890,0,1,1,1,0,0,4,1
3,0.144,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.130000,0.336303,0,1,1,1,0,0,4,1
3,0.159,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.110000,0.312890,0,1,1,1,0,0,4,1
3,0.174,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.110000,0.312890,0,1,1,1,0,0,4,1
3,0.189,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.100000,0.300000,0,1,1,1,0,0,4,1
3,0.204,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.120000,0.324962,0,1,1,1,0,0,4,1
3,0.219,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.110000,0.312890,0,1,1,1,0,0,4,1
3,0.234,0,11,0,1,0000000000000000000000000000000000000000000000000001000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,1,0.150000,0.357071,0,2,2,1,0,0,4,1
4,0.281,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.160000,0.463033,0,2,2,2,0,0,4,1
4,0.296,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.220000,0.558211,0,2,2,2,0,0,4,1
4,0.311,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.090000,0.349142,0,2,2,2,0,0,4,1
4,0.326,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.080000,0.337046,0,2,2,2,0,0,4,1
4,0.341,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.110000,0.371349,0,2,2,2,0,0,4,1
4,0.356,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.110000,0.397366,0,2,2,2,0,0,4,1
4,0.372,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.110000,0.397366,0,2,2,2,0,0,4,1
4,0.387,0,10,0,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.080000,0.337046,0,2,2,2,0,0,4,1
4,0.402,1,10,2,2,0000000000000000000000000000000000000000000000000011000000000000,0000000000000000000000000000000000000000000000100011000000000111,0,2,0.121212,0.408810,0,2,3,2,0,0,4,1
5,0.418,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.170000,0.633325,0,3,3,3,0,0,4,1
5,0.433,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.150000,0.536190,0,3,3,3,0,0,4,1
5,0.448,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.140000,0.529528,0,3,3,3,0,0,4,1
5,0.463,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.170000,0.584038,0,3,3,3,0,0,4,1
5,0.478,1,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000010000000000000000000111,0,3,0.161616,0.580962,0,3,3,3,0,0,4,1
5,0.493,1,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000010000000000000000000111,0,3,0.150000,0.517204,0,3,3,3,0,0,4,1
5,0.508,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.160000,0.578273,0,3,3,3,0,0,4,1
5,0.523,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.100000,0.435890,0,3,3,3,0,0,4,1
5,0.538,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.190000,0.673721,0,4,4,3,0,0,4,1
6,0.555,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.150000,0.554527,0,4,4,4,0,0,4,1
6,0.570,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.210000,0.711266,0,4,4,4,0,0,4,1
6,0.585,0,8,2,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000001100000000000111,0,3,0.180000,0.606300,0,4,4,3,1,0,4,1
6,0.600,0,8,1,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000001000000000000111,0,4,0.220000,0.782049,0,4,4,4,0,0,4,1
6,0.615,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.130000,0.541387,0,4,4,4,0,0,4,1
6,0.630,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.130000,0.559553,0,4,4,4,0,0,4,1
6,0.645,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.150000,0.572276,0,4,4,3,1,0,4,1
6,0.660,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.210000,0.725190,0,4,4,4,0,0,4,1
6,0.675,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.090000,0.449333,0,3,3,3,1,0,4,1
7,0.691,1,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000001000000000000000111,0,3,0.160000,0.578273,0,4,4,3,0,0,4,1
8,0.707,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.100000,0.500000,0,4,4,4,0,0,4,1
8,0.722,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,2,0.100000,0.412311,0,3,3,2,1,0,4,1
9,0.738,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.190000,0.611474,0,4,4,3,0,0,4,1
10,0.754,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.130000,0.522590,0,3,3,3,1,0,4,1
11,0.770,1,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000010000000000000111,0,3,0.190000,0.577841,0,4,4,3,0,0,4,1
12,0.786,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.270000,0.759671,0,4,4,4,0,0,4,1
12,0.801,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.180000,0.669029,0,4,4,4,0,0,4,1
12,0.816,0,8,1,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000010000000000111,0,3,0.490000,0.640234,0,4,4,3,1,0,4,1
12,0.832,0,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,4,0.700000,0.964365,0,4,4,4,0,0,4,1
12,0.847,2,8,0,4,0000000000000000000000000000000000000000000000001111000000000000,0000000000000000000000000000000000000000110000000000000000000101,0,3,0.120000,0.495580,0,3,3,3,1,0,4,1
13,0.863,1,9,2,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000100110000000000101,0,3,0.120000,0.453431,0,3,3,3,0,0,4,1
13,0.878,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000101,0,3,0.140000,0.469468,0,3,3,3,0,0,4,1
13,0.893,0,9,1,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000010000000000101,0,3,0.190000,0.594895,0,3,3,3,0,0,4,1
13,0.908,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.140000,0.510294,0,3,3,3,0,0,4,1
13,0.923,0,9,0,3,0000000000000000000000000000000000000000000000000111000000000000,0000000000000000000000000000000000000000000000000000000000000111,0,3,0.170000,0.600916,0,3,3,3,0,0,4,1
