"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\WIN-N9B1TIBPDSS\Processor(_total)\% Idle Time","\\WIN-N9B1TIBPDSS\memory\available bytes","\\WIN-N9B1TIBPDSS\memory\committed bytes","\\WIN-N9B1TIBPDSS\memory\% committed bytes in use","\\WIN-N9B1TIBPDSS\memory\page faults/sec","\\WIN-N9B1TIBPDSS\memory\free & zero page list bytes"
"01/01/2020 11:10:12.993"," ","25196896256","114830299136","74.331579654089069"," ","22924980224"
"01/01/2020 11:10:13.994","99.137188730398307","25195319296","114830532608","74.331730784459907","3119.5695433687615","22923452416"
"01/01/2020 11:10:14.995","93.880919390537059","25139908608","114952613888","74.410756042788449","36417.404698344042","22873235456"
"01/01/2020 11:10:15.996","48.920749829976415","24964239360","115155783680","74.542271246794215","66613.466712742214","23190933504"
"01/01/2020 11:10:17.010","2.8446803596635468","24933494784","115180433408","74.55822743348736","22059.275375885063","23175864320"
"01/01/2020 11:10:18.012","2.711411766995349","24877727744","115227222016","74.588514485999141","22463.750903470347","23127171072"
"01/01/2020 11:10:19.014","3.4324724699630589","24892821504","115204562944","74.573846877220518","23792.999012575074","23148593152"
"01/01/2020 11:10:20.019","2.8189851486306057","24893566976","115200524288","74.571232608186833","34875.649416449218","23150678016"
"01/01/2020 11:10:21.023","3.2656360181190172","24892751872","115203948544","74.573449179198008","22028.928570290162","23151460352"
"01/01/2020 11:10:22.027","2.3763921698457668","24865603584","115227529216","74.588713346651929","22401.731813547143","23127101440"
"01/01/2020 11:10:23.028","1.7192153973161945","24852987904","115235016704","74.593560112312801","24051.154629235425","23115857920"
"01/01/2020 11:10:24.029","3.2918371836216611","24862490624","115221045248","74.584516155203929","22582.792251894916","23116361728"
"01/01/2020 11:10:25.033","3.0032962375880645","24873517056","115216277504","74.581429915172379","35714.122165294219","23116947456"
"01/01/2020 11:10:26.041","61.511626418934796","24862167040","115219103744","74.583259381955315","19439.525293921175","23109050368"
"01/01/2020 11:10:27.041","83.132985277855241","24861446144","115219550208","74.583548394633354","17186.024060433687","23108022272"
"01/01/2020 11:10:28.042","86.725023242594517","24858669056","115221577728","74.584860837688865","13869.793243337917","23107293184"
"01/01/2020 11:10:29.042","92.834873926598476","24855932928","115223871488","74.586345621986865","7335.6919009401599","23106506752"
"01/01/2020 11:10:30.043","97.040881041002123","24854061056","115226988544","74.588363355628289","13657.679407406578","23104667648"
"01/01/2020 11:10:31.044","99.210150269939547","24854994944","115226431488","74.588002770810391","2500.2149246256095","23105449984"
"01/01/2020 11:10:32.049","99.461562968825277","24854921216","115226365952","74.587960349067103","31.841027302984386","23105368064"
"01/01/2020 11:10:33.049","93.253200186073371","24854913024","115226296320","74.587915273054477","5372.9484196951707","23105376256"
"01/01/2020 11:10:34.049","85.166362476765769","24853397504","115226296320","74.587915273054477","12554.94852471105","23105126400"
"01/01/2020 11:10:35.050","84.614293432047617","24849719296","115227684864","74.588814092471452","20249.667309054978","23104000000"
"01/01/2020 11:10:36.051","85.97150600295555","24846938112","115228819456","74.589548533453964","14150.933971632199","23103205376"
"01/01/2020 11:10:37.052","99.448676420596783","24842235904","115232346112","74.591831391349388","1331.4329427097","23101530112"
"01/01/2020 11:10:38.052","99.491973005491062","24842276864","115232309248","74.591807526208413","54.000097200174963","23101497344"
"01/01/2020 11:10:39.052","99.489773112831003","24842223616","115232247808","74.591767758734477","18.000028800046081","23101435904"
